QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,LSDNUM,LSDNUM_,LSDCODE,LSDCODE_,MODELYR,MODELYR_,PRCBSNSZ,PRCB_NSZ,NUMPAY,NUMPAY_,PMTMONTH,PMTM_NTH,PAYEXPX,PAYEXPX_,PAYTIME,PAYTIME_,EMPLYEXP,EMPL_EXP,TRADEEXP,TRAD_EXP,DOWNEXP,DOWNEXP_,DNEMPEXP,DNEM_EXP,LSDENDMO,LSDE_DMO,QADPMT1X,QADP_T1X,QADPMT2X,QADP_T2X,QADPMT3X,QADP_T3X,QEXTRA1X,QEXT_A1X,QEXTRA2X,QEXT_A2X,QEXTRA3X,QEXT_A3X,QADDOWNX,QADD_WNX,QADFEEX,QADFEEX_,LSD__AKE,LSDENDYR,LSDE_DYR,PMTYEAR,PMTYEAR_,LSD_MAKE
20171,03447903,16,0,1,01,D,105,D,2015,D,,A,36,D,03,F,275,D,3,D,,A,,A,500,D,,A,,A,275,D,275,D,275,D,,A,,A,,A,500,D,,A,D,,A,2015,D,NIS
20171,03448043,13,0,5,01,D,105,D,2015,D,,A,36,D,02,D,500,D,3,D,,A,,A,2000,D,,A,,A,500,D,500,D,500,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,MRB
20171,03448703,25,0,5,01,D,105,D,2014,D,,A,36,D,02,D,270,D,3,D,,A,,A,,A,,A,,A,270,D,270,D,270,D,25,D,25,D,25,D,,A,,A,D,,A,2015,D,HYU
20171,03448933,11,0,5,01,D,105,D,2014,D,,A,48,D,05,D,400,D,3,D,,A,,A,1000,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,1000,D,,A,D,,A,2015,D,FOR
20171,03449043,20,0,5,01,D,105,D,2014,D,,A,39,D,02,D,291,D,3,D,,A,,A,1000,D,,A,,A,291,D,291,D,291,D,,A,,A,,A,1000,D,,A,D,,A,2014,D,GMC
20171,03449233,12,0,5,01,D,105,D,2015,D,,A,36,D,05,D,389,D,3,D,,A,,A,,A,,A,,A,389,D,389,D,389,D,,A,,A,,A,,A,,A,D,,A,2014,D,CHE
20171,03449333,51,0,5,01,D,105,D,2013,D,,A,36,D,01,D,760,D,3,D,,A,,A,,A,,A,,A,760,D,760,D,760,D,,A,,A,,A,,A,,A,D,,A,2014,D,LIN
20171,03449333,52,0,5,02,D,105,D,2015,D,,A,24,D,07,D,555,D,3,D,,A,,A,,A,,A,,A,555,D,555,D,555,D,,A,,A,,A,,A,,A,D,,A,2015,D,LIN
20171,03449333,53,0,5,03,D,105,D,2016,D,,A,36,D,06,D,393,D,3,D,,A,,A,,A,,A,,A,393,D,393,D,393,D,,A,,A,,A,,A,,A,D,,A,2016,D,JEE
20171,03450233,39,0,5,01,D,105,D,2015,D,,A,36,D,08,D,435,D,3,D,,A,,A,,A,,A,,A,435,D,435,D,435,D,,A,,A,,A,,A,,A,D,,A,2015,D,GMC
20171,03450253,14,0,5,01,D,105,D,2016,D,,A,36,D,04,D,324,D,3,D,,A,,A,1000,D,,A,,A,324,D,324,D,324,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,CHE
20171,03450313,10,0,5,01,D,105,D,,C,,A,24,D,01,D,,C,3,D,,A,,C,,A,,A,,A,283,F,283,F,283,F,,A,,A,,A,,A,,A,D,,A,2014,D,VOK
20171,03461073,42,0,5,01,D,105,D,2015,D,,A,36,D,01,D,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2015,D,FOR
20171,03461293,12,0,5,01,D,105,D,2016,D,,A,36,D,05,D,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2016,D,LIN
20171,03461433,14,0,5,01,D,105,D,2014,D,,A,36,D,05,F,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2014,D,GEO
20171,03461433,15,0,5,02,D,105,D,2014,D,,A,36,D,03,F,260,D,3,D,,A,,A,,A,,A,,A,260,D,260,D,260,D,,A,,A,,A,,A,,A,D,,A,2014,D,HYU
20171,03461473,23,0,5,01,D,105,D,2013,D,,A,36,D,04,F,300,D,3,D,,A,,A,,A,,A,11,F,300,D,300,D,300,D,,A,,A,,A,,A,1500,D,D,,A,2013,D,KIA
20171,03461473,24,0,1,02,D,105,D,2017,D,,A,30,D,02,D,180,D,3,D,,A,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,2000,D,,A,D,,A,2017,D,SUB
20171,03461643,13,0,5,01,D,105,D,2015,D,,A,,C,07,F,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2015,D,VOK
20171,03461723,15,0,5,01,D,105,D,2015,D,,A,36,D,06,D,335,D,3,D,,A,,A,,A,,A,,A,335,D,335,D,335,D,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20171,03461723,16,0,5,02,D,105,D,2014,D,,A,36,D,08,D,235,D,3,D,,A,,A,,A,,A,,A,235,D,235,D,235,D,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20171,03461853,34,0,5,01,D,105,D,2016,D,,A,36,D,03,D,307,D,3,D,,A,2500,D,2500,D,,A,,A,307,D,307,D,307,D,16,D,16,D,16,D,2500,D,,A,D,,A,2016,D,AUD
20171,03462323,5,0,5,01,D,105,D,2015,D,,A,24,D,05,D,636,D,3,D,,A,,A,,A,,A,11,D,636,D,,A,,A,,A,,A,,A,,A,,A,D,,A,2016,D,FOR
20171,03464033,23,0,5,01,D,105,D,2016,D,,A,36,D,02,D,400,D,3,D,,A,,A,2000,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,FOR
20171,03464373,9,0,1,01,D,105,D,2014,D,,A,36,D,05,D,287,D,3,D,,A,10000,D,,A,,A,,A,287,D,287,D,287,D,,A,,A,,A,,A,,A,D,,A,2015,D,NIS
20171,03464373,10,0,1,02,D,105,D,2015,D,,A,36,D,04,D,150,D,3,D,,A,800,D,3500,D,,A,,A,150,D,150,D,150,D,,A,,A,,A,3500,D,,A,D,,A,2015,D,NIS
20171,03464943,17,0,5,01,D,105,D,2016,D,,A,39,D,03,D,215,D,3,D,,A,,A,2500,D,,A,,A,215,D,215,D,215,D,,A,,A,,A,2500,D,,A,D,,A,2016,D,HON
20171,03465063,53,0,5,01,D,105,D,2015,D,,A,36,D,10,D,296,D,3,D,,A,,A,,A,,A,,A,296,D,296,D,296,D,,A,,A,,A,,A,,A,D,,A,2014,D,FOR
20171,03465113,23,0,5,01,D,105,D,2016,D,,A,39,D,09,D,280,D,3,D,,A,,A,179,D,,A,,A,280,D,280,D,280,D,,A,,A,,A,179,D,,A,D,,A,2016,D,HYU
20171,03465203,21,0,5,01,D,105,D,2016,D,,A,36,D,01,D,385,D,3,D,,A,1000,D,,A,,A,,A,385,D,385,D,385,D,,A,,A,,A,,A,,A,D,,A,2016,D,FOR
20171,03466013,23,0,5,01,D,105,D,2014,D,,A,36,D,11,D,186,D,3,D,,A,7000,D,,A,,A,,A,186,D,186,D,186,D,,A,,A,,A,,A,,A,D,,A,2014,D,HON
20171,03466473,18,0,5,01,D,105,D,2015,D,,A,36,D,05,D,200,D,3,D,,A,,A,1500,D,,A,,A,200,D,200,D,200,D,,A,,A,,A,1500,D,,A,D,,A,2015,D,HON
20171,03467173,15,0,1,01,D,105,D,2017,D,,A,36,D,02,D,230,D,3,D,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2017,D,VOK
20171,03467263,20,0,5,01,D,105,D,2014,D,,A,36,D,01,D,350,D,3,D,,A,,A,2500,D,,A,,A,350,D,350,D,350,D,,A,,A,,A,2500,D,,A,D,,A,2015,D,NIS
20171,03467423,18,0,5,01,D,105,D,2015,D,,A,36,D,12,F,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2015,D,CHE
20171,03467423,19,0,5,02,D,105,D,2015,D,,A,36,D,06,F,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2015,D,DOD
20171,03467853,24,0,5,01,D,105,D,2017,D,,A,,C,02,F,,C,,C,,A,,A,15000,D,,A,,A,324,F,324,F,324,F,,A,,A,,A,15000,D,,A,D,,A,2016,F,MRB
20171,03468313,26,0,5,01,D,105,D,2016,D,,A,,C,01,F,650,D,3,D,,A,,A,,A,,A,,A,650,D,650,D,650,D,,A,,A,,A,,A,,A,D,,A,2016,D,HON
20171,03468723,29,0,5,01,D,105,D,2016,D,,A,24,D,07,D,440,D,3,D,,A,,A,500,D,,A,,A,440,D,440,D,440,D,120,D,120,D,120,D,500,D,,A,D,,A,2016,D,NIS
20171,03468733,15,0,5,01,D,105,D,2015,D,,A,24,D,07,D,217,D,3,D,,A,,A,2000,D,,A,,A,217,D,217,D,217,D,,A,,A,,A,2000,D,,A,D,,A,2015,D,CHE
20171,03468773,8,0,5,01,D,105,D,2017,D,,A,36,D,10,D,235,D,3,D,,A,,A,5000,D,,A,,A,235,D,235,D,235,D,,A,,A,,A,5000,D,,A,D,,A,2016,D,TOY
20171,03468853,16,0,5,01,D,105,D,2016,D,,A,3,D,09,D,553,D,3,D,,A,,A,10000,D,,A,,A,553,D,553,D,553,D,,A,,A,,A,10000,D,,A,D,,A,2016,D,VOK
20171,03468943,14,0,5,01,D,105,D,2017,D,,A,36,D,01,D,303,D,3,D,,A,,A,,A,,A,,A,,A,,A,303,D,,A,,A,,A,,A,,A,D,,A,2017,D,SUB
20171,03469793,22,0,5,01,D,105,D,2016,D,,A,36,D,01,D,235,D,3,D,,A,,A,,A,,A,,A,235,D,235,D,235,D,,A,,A,,A,,A,,A,D,,A,2016,D,MAZ
20171,03470043,10,0,5,01,D,105,D,2012,D,,A,48,D,03,D,528,D,3,D,,A,9700,D,500,D,,A,,A,528,D,528,D,528,D,,A,,A,,A,500,D,,A,D,,A,2016,D,DOD
20171,03470083,33,0,5,01,D,105,D,2016,D,,A,39,D,04,D,199,D,3,D,,A,,A,3000,D,,A,,A,199,D,199,D,199,D,,A,,A,,A,3000,D,,A,D,,A,2016,D,BUI
20171,03470323,10,0,1,01,D,105,D,1989,D,,A,4,D,05,D,100,D,3,D,,A,,A,,A,,A,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,D,2016,D,2016,D,DOD
20171,03470683,18,0,5,01,D,105,D,2014,D,,A,36,D,08,F,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2014,D,TOY
20171,03470913,10,0,1,01,D,105,D,2016,D,,A,39,D,10,D,465,D,3,D,,A,8000,D,,A,,A,,A,465,D,465,D,465,D,,A,,A,,A,,A,,A,D,,A,2016,D,INF
20171,03471163,30,0,5,01,D,105,D,2015,D,,A,24,D,07,D,310,D,3,D,,A,,A,,A,,A,,A,310,D,310,D,310,D,,A,,A,,A,,A,,A,D,,A,2015,D,DOD
20171,03471313,18,0,5,01,D,105,D,2016,D,,A,30,D,10,D,258,D,3,D,,A,,A,600,D,,A,,A,258,D,258,D,258,D,,A,,A,,A,600,D,,A,D,,A,2016,D,KIA
20171,03492913,11,0,5,01,D,105,D,2016,D,,A,36,D,05,D,232,D,3,D,,A,,A,,A,,A,,A,232,D,232,D,232,D,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20171,03493004,17,0,5,01,D,105,D,2015,D,,A,36,D,02,D,240,D,3,D,,A,800,D,1000,D,,A,,A,240,D,240,D,240,D,,A,,A,,A,1000,D,,A,D,,A,2014,D,MAZ
20171,03493063,21,0,5,01,D,105,D,2015,D,,A,36,D,08,D,550,D,3,D,,A,,A,2000,D,,A,,A,550,D,550,D,550,D,60,D,60,D,60,D,2000,D,,A,D,,A,2015,D,MRB
20171,03493133,12,0,5,01,D,105,D,2016,D,,A,48,D,08,D,275,D,3,D,,A,2000,D,3000,D,,A,,A,275,D,275,D,275,D,,A,,A,,A,3000,D,,A,D,,A,2016,D,MAZ
20171,03493383,13,0,5,01,D,105,D,2005,D,,A,27,D,04,D,535,D,3,D,,A,,A,2500,D,,A,,A,535,D,535,D,535,D,,A,,A,,A,2500,D,,A,D,,A,2016,D,DOD
20171,03493423,10,0,1,01,D,105,D,2017,D,,A,36,D,08,D,169,D,3,D,,A,,A,500,D,,A,,A,169,D,169,D,169,D,,A,,A,,A,500,D,,A,D,,A,2016,D,HYU
20171,03494273,27,0,5,01,D,105,D,2006,D,,A,48,D,07,D,115,D,3,D,,A,,A,1000,D,,A,,A,115,D,115,D,115,D,,A,,A,,A,1000,D,,A,D,,A,2014,D,JEE
20171,03494273,28,0,5,02,D,105,D,2011,D,,A,48,D,08,D,200,D,3,D,,A,,A,2000,D,,A,,A,200,D,200,D,200,D,,A,,A,,A,2000,D,,A,D,,A,2013,D,TOY
20171,03494783,34,0,5,01,D,105,D,2014,D,,A,39,D,09,D,635,D,3,D,318,D,,A,,A,,A,12,D,317,D,,A,,A,,A,,A,,A,,A,64,D,D,,A,2014,D,CAD
20171,03494783,35,0,1,02,D,105,D,2017,D,,A,36,D,01,D,239,D,3,D,,A,,A,500,D,,A,,A,,A,239,D,239,D,,A,54,D,54,D,500,D,,A,D,,A,2017,D,FOR
20171,03494793,18,0,5,02,D,105,D,2014,D,,A,36,D,01,D,200,D,3,D,,A,,A,,A,,A,02,F,200,D,200,D,200,D,,A,,A,,A,,A,650,D,D,,A,2014,D,KIA
20171,03494793,19,0,5,03,D,105,D,2017,D,,A,36,D,12,D,353,D,3,D,,A,,A,,A,,A,,A,353,D,353,D,353,D,,A,,A,,A,,A,,A,D,,A,2016,D,AUD
20171,03494793,20,0,1,04,D,105,D,2017,D,,A,36,D,02,D,244,D,3,D,,A,,A,2000,D,,A,,A,,A,,A,244,D,,A,,A,,A,2000,D,,A,D,,A,2017,D,VOK
20171,03495003,28,0,5,01,D,105,D,2016,D,,A,48,D,02,D,243,D,3,D,,A,,C,,A,,A,,A,243,D,243,D,243,D,,A,,A,,A,,A,,A,D,,A,2016,D,SUB
20171,03495453,23,0,5,01,D,105,D,2015,D,,A,39,D,10,D,290,D,3,D,,A,1250,D,3000,D,,A,,A,290,D,290,D,290,D,,A,,A,,A,3000,D,,A,D,,A,2015,D,GMC
20171,03495513,14,0,5,01,D,105,D,2014,D,,A,36,D,08,D,169,D,3,D,,A,500,D,2000,D,,A,,A,169,D,169,D,169,D,,A,,A,,A,2000,D,,A,D,,A,2014,D,XXX
20171,03495553,57,0,5,01,D,105,D,2015,D,,A,36,D,02,D,414,D,3,D,,A,,C,,A,,A,,A,414,D,414,D,414,D,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20171,03495563,28,0,5,01,D,105,D,2015,D,,A,36,D,05,D,270,D,3,D,,A,6500,D,2500,D,,A,,A,270,D,270,D,270,D,,A,,A,,A,2500,D,,A,D,,A,2015,D,TOY
20171,03495733,16,0,5,01,D,105,D,2014,D,,A,36,D,07,D,283,D,3,D,,A,,A,,A,,A,,A,283,D,283,D,283,D,,A,,A,,A,,A,,A,D,,A,2014,D,SCI
20171,03495823,14,0,5,01,D,105,D,2016,D,,A,48,D,12,D,321,D,3,D,,A,,A,,A,,A,,A,321,D,321,D,321,D,,A,,A,,A,,A,,A,D,,A,2015,D,KIA
20171,03496573,11,0,5,01,D,105,D,2014,D,,A,36,D,03,D,346,D,3,D,,A,,A,,A,,A,,A,346,D,346,D,346,D,,A,,A,,A,,A,,A,D,,A,2014,D,HON
20171,03496593,16,0,5,01,D,105,D,2017,D,,A,36,D,09,D,650,D,3,D,,A,,A,,A,,A,,A,650,D,650,D,650,D,,A,,A,,A,,A,,A,D,,A,2016,D,BMW
20171,03496623,20,0,1,01,D,105,D,2016,D,,A,60,D,01,D,390,D,3,D,,A,,A,,A,,A,,A,,A,390,D,390,D,,A,,A,,A,,A,,A,D,,A,2017,D,VOK
20171,03496693,6,0,5,01,D,105,D,2014,D,,A,36,D,09,D,219,D,3,D,,A,1000,D,,A,,A,,A,219,D,219,D,219,D,,A,,A,,A,,A,,A,D,,A,2014,D,NIS
20171,03496873,21,0,5,01,D,105,D,2012,D,,A,72,D,08,D,323,D,3,D,,A,,A,500,D,,A,,A,323,D,323,D,323,D,,A,,A,,A,500,D,,A,D,,A,2015,D,NIS
20171,03497103,54,0,1,01,D,105,D,2014,D,,A,39,D,05,D,510,D,3,D,,A,12000,D,3000,D,,A,02,D,510,D,510,D,510,D,,A,,A,,A,3000,D,,A,D,2017,D,2014,D,ACU
20171,03497233,11,0,5,01,D,105,D,2015,D,,A,17,D,05,D,409,D,3,D,,A,2000,D,,A,,A,,A,409,D,409,D,409,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20171,03497943,15,0,1,01,D,105,D,2007,D,,A,24,D,10,D,362,D,3,D,,A,,A,900,D,,A,,A,362,D,362,D,362,D,,A,,A,,A,900,D,,A,D,,A,2016,D,PON
20171,03498003,14,0,5,01,D,105,D,2016,D,,A,27,D,02,D,193,D,3,D,,A,650,D,,A,,A,,A,193,D,193,D,193,D,25,D,25,D,25,D,,A,,A,D,,A,2016,D,CHE
20171,03499033,19,0,5,01,D,105,D,2015,D,,A,,C,08,F,,C,,C,,A,,A,,A,,A,,A,400,F,400,F,400,F,,A,,A,,A,,A,,A,D,,A,2016,F,FOR
20171,03499063,31,0,5,01,D,105,D,2015,D,,A,36,D,11,D,518,D,3,D,,A,,A,2000,D,,A,,A,518,D,518,D,518,D,,A,,A,,A,2000,D,,A,D,,A,2014,D,FOR
20171,03499063,32,0,5,02,D,105,D,2015,D,,A,36,D,08,D,518,D,3,D,,A,,A,,A,,A,01,D,518,D,518,D,518,D,,A,,A,,A,,A,,A,D,,A,2015,D,FOR
20171,03499063,33,0,1,03,D,105,D,2017,D,,A,24,D,02,D,119,D,3,D,,A,,A,,A,,A,,A,,A,,A,119,D,,A,,A,,A,,A,,A,D,,A,2017,D,CHE
20171,03499333,13,0,1,01,D,105,D,2017,D,,A,60,D,01,D,600,D,3,D,,A,,A,,A,,A,,A,,A,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2017,D,CHE
20171,03499373,12,0,5,01,D,105,D,2014,D,,A,36,D,07,D,347,D,3,D,,A,,A,,A,,A,,A,347,D,347,D,347,D,,A,,A,,A,,A,,A,D,,A,2014,D,FOR
20171,03499603,6,0,5,01,D,105,D,2016,D,,A,39,D,03,D,535,D,3,D,,A,9000,D,,A,,A,,A,535,D,535,D,535,D,,A,,A,,A,,A,,A,D,,A,2016,D,HON
20171,03499683,11,0,5,01,D,105,D,2015,D,,A,36,D,09,D,398,D,3,D,,A,,A,,A,,A,,A,398,D,398,D,398,D,,A,,A,,A,,A,,A,D,,A,2015,D,TOY
20171,03499963,22,0,5,01,D,105,D,2016,D,,A,36,D,03,D,178,D,3,D,,A,1500,D,,A,,A,,A,178,D,178,D,178,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20171,03500123,29,0,5,01,D,105,D,2016,D,,A,39,D,11,D,374,D,3,D,,A,,A,,A,,A,,A,374,D,374,D,374,D,,A,,A,,A,,A,,A,D,,A,2015,D,MAZ
20171,03500183,7,0,5,01,D,105,D,,C,,A,1,D,10,F,,C,8,D,,A,,A,,A,,A,,A,225,F,225,F,225,F,,A,,A,,A,,A,,A,A,,A,2015,F,
20171,03500313,13,0,5,01,D,105,D,2016,D,,A,36,D,06,D,480,D,3,D,,A,,A,1200,D,,A,,A,480,D,480,D,480,D,,A,,A,,A,1200,D,,A,D,,A,2016,D,TOY
20171,03500553,13,0,1,01,D,105,D,2017,D,,A,36,D,01,D,700,D,3,D,,A,14500,D,,A,,A,,A,,A,700,D,700,D,,A,,A,,A,,A,,A,D,,A,2017,D,BMW
20171,03500833,14,0,5,01,D,105,D,2013,D,,A,,C,01,F,200,D,3,D,,A,,C,,A,,A,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,D,,A,2013,D,MIN
20171,03501403,10,0,5,01,D,105,D,2015,D,,A,42,D,11,D,501,D,3,D,,A,,A,,A,,A,,A,501,D,501,D,501,D,,A,,A,,A,,A,,A,D,,A,2015,D,KIA
20171,03501583,15,0,5,01,D,105,D,2014,D,,A,36,D,02,D,265,D,3,D,,A,,A,4000,D,,A,,A,265,D,265,D,265,D,,A,,A,,A,4000,D,,A,D,,A,2015,D,MRB
20171,03501713,12,0,5,01,D,105,D,2006,D,,A,60,D,05,D,225,D,3,D,,A,,A,,A,,A,,A,225,D,225,D,225,D,,A,,A,,A,,A,,A,D,,A,2012,D,BMW
20171,03501973,10,0,5,01,D,105,D,2015,D,,A,36,D,04,D,282,D,3,D,,A,,A,2400,D,,A,,A,282,D,282,D,282,D,,A,,A,,A,2400,D,,A,D,,A,2015,D,SUB
20171,03502073,23,0,5,01,D,105,D,2015,D,,A,36,D,09,D,478,D,3,D,,A,,A,5000,D,,A,,A,478,D,478,D,478,D,,A,,A,,A,5000,D,,A,D,,A,2015,D,JEE
20171,03502523,13,0,5,01,D,105,D,2016,D,,A,36,D,06,D,215,D,3,D,,A,,A,2000,D,,A,,A,215,D,215,D,215,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,HON
20171,03503452,13,0,1,01,D,105,D,2014,D,,A,36,D,01,D,396,D,3,D,,A,,A,1500,D,,A,,A,396,D,396,D,396,D,,A,,A,,A,1500,D,,A,D,,A,2015,D,FOR
20171,03503522,28,0,5,01,D,105,D,2016,D,,A,39,D,09,D,597,D,3,D,,A,,A,,A,,A,,A,597,D,597,D,597,D,,A,,A,,A,,A,,A,D,,A,2016,D,BUI
20171,03503632,11,0,5,01,D,105,D,2003,D,,A,,C,03,F,330,D,3,D,,A,,A,,A,,A,,A,330,D,330,D,330,D,,A,,A,,A,,A,,A,D,,A,2013,D,MAZ
20171,03503652,7,0,5,01,D,105,D,2015,D,,A,36,D,04,D,250,D,3,D,,A,,A,,A,,A,,A,250,D,250,D,250,D,250,D,250,D,250,D,,A,,A,D,,A,2015,D,TOY
20171,03504172,17,0,5,01,D,105,D,2015,D,,A,36,D,08,D,338,D,3,D,,A,,A,,A,,A,,A,338,D,338,D,338,D,,C,,C,,C,,A,,A,D,,A,2015,D,MAZ
20171,03505312,22,0,5,01,D,105,D,2014,D,,A,48,D,02,D,225,D,3,D,,A,,A,1000,D,,A,,A,225,D,225,D,225,D,9,D,9,D,9,D,1000,D,,A,D,,A,2014,D,VOK
20171,03507162,26,0,5,01,D,105,D,2014,D,,A,24,D,11,D,250,D,3,D,,A,,A,,A,,A,11,D,250,D,250,D,,A,,A,,A,,A,,A,,A,D,,A,2015,D,NIS
20171,03507302,17,0,5,01,D,105,D,2015,D,,A,48,D,03,D,520,D,3,D,,A,,A,,A,,A,,A,520,D,520,D,520,D,,A,,A,,A,,A,,A,D,,A,2015,D,KIA
20171,03507302,18,0,5,02,D,105,D,2016,D,,A,24,D,07,D,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2016,D,MRB
20171,03508482,12,0,1,01,D,105,D,2016,D,,A,36,D,08,D,229,D,3,D,,A,3700,D,,A,,A,,A,229,D,229,D,229,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHR
20171,03508692,19,0,5,01,D,105,D,2015,D,,A,36,D,06,D,375,D,3,D,,A,,A,,A,,A,,A,375,D,375,D,375,D,,A,,A,,A,,A,,A,D,,A,2015,D,TOY
20171,03509972,16,0,5,01,D,105,D,2015,D,,A,39,D,08,D,320,D,3,D,,A,,A,,A,,A,,A,320,D,320,D,320,D,,A,,A,,A,,A,,A,D,,A,2015,D,FOR
20171,03510072,8,0,5,01,D,105,D,2015,D,,A,48,D,03,D,350,D,3,D,,A,500,D,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20171,03510432,10,0,1,01,D,105,D,2017,D,,A,24,D,10,D,320,D,3,D,,A,,A,8000,D,,A,,A,320,D,320,D,320,D,,A,,A,,A,8000,D,,A,D,,A,2016,D,FOR
20171,03510724,12,0,1,01,D,105,D,2016,D,,A,,C,07,D,0,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2016,D,MIN
20171,03511612,19,0,5,01,D,105,D,2016,D,,A,36,D,09,D,100,D,3,D,,A,,A,3000,D,,A,,A,100,D,100,D,100,D,,A,,A,,A,3000,D,,A,D,,A,2016,D,VOK
20171,03511802,20,0,5,01,D,105,D,2015,D,,A,39,D,06,D,320,D,3,D,,A,,A,,A,,A,,A,320,D,320,D,320,D,,A,,A,,A,,A,,A,D,,A,2015,D,NIS
20171,03511802,21,0,5,02,D,105,D,2016,D,,A,39,D,02,D,150,D,3,D,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,,A,,A,,A,,A,D,,A,2016,D,NIS
20171,03511962,12,0,5,01,D,105,D,2015,D,,A,24,D,07,D,310,D,3,D,,A,,A,,A,,A,,A,310,D,310,D,310,D,,A,,A,,A,,A,,A,D,,A,2015,D,CHE
20171,03511962,13,0,5,02,D,105,D,2015,D,,A,39,D,06,D,360,D,3,D,,A,,A,,A,,A,,A,360,D,360,D,360,D,,A,,A,,A,,A,,A,D,,A,2015,D,CHE
20171,03511962,14,0,1,03,D,105,D,2015,D,,A,39,D,05,D,365,D,3,D,,A,1000,D,,A,,A,,A,365,D,365,D,365,D,,A,,A,,A,,A,,A,D,,A,2015,D,CHE
20171,03512212,10,0,1,01,D,105,D,2016,D,,A,36,D,09,D,200,D,3,D,,A,,A,1200,D,,A,,A,200,D,200,D,200,D,,A,,A,,A,1200,D,,A,D,,A,2016,D,VOK
20171,03512832,20,0,5,01,D,105,D,2014,D,,A,36,D,03,D,483,D,3,D,,A,,A,700,D,,A,11,D,483,D,483,D,,A,,A,,A,,A,700,D,,A,D,,A,2014,D,SUB
20171,03512832,21,0,5,02,D,105,D,2015,D,,A,36,D,04,D,386,D,3,D,,A,,A,500,D,,A,,A,386,D,386,D,386,D,,A,,A,,A,500,D,,A,D,,A,2015,D,HON
20171,03512832,22,0,1,03,D,105,D,2017,D,,A,36,D,11,D,393,D,3,D,,A,,A,500,D,,A,,A,,A,393,D,393,D,,A,,A,,A,500,D,,A,D,,A,2016,D,SUB
20171,03513362,18,0,5,01,D,105,D,2014,D,,A,36,D,04,F,340,D,3,D,,A,,C,,A,,A,,A,340,D,340,D,340,D,,A,,A,,A,,A,,A,D,,A,2014,D,HON
20171,03513362,19,0,5,02,D,105,D,2016,D,,A,36,D,11,D,180,D,3,D,,A,,A,,A,,A,,A,,A,180,D,180,D,,A,,A,,A,,A,,A,D,,A,2016,D,NIS
20171,03513432,17,0,1,01,D,105,D,2015,D,,A,36,D,04,D,200,D,3,D,,A,300,D,,A,,A,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20171,03524602,9,0,1,01,D,105,D,2017,D,,A,60,D,08,D,595,D,3,D,,A,,A,,A,,A,,A,595,D,595,D,595,D,,A,,A,,A,,A,,A,D,,A,2015,D,KIA
20171,03525482,13,0,5,01,D,105,D,2016,D,,A,36,D,06,D,259,D,3,D,,A,,A,1000,D,,A,,A,259,D,259,D,259,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,CHE
20171,03525632,28,0,1,01,D,105,D,,C,,A,,C,06,F,,C,,C,,A,,A,,A,,A,,A,338,F,338,F,338,F,,A,,A,,A,,A,,A,D,,A,2015,F,ACU
20171,03525962,15,0,5,01,D,105,D,2015,D,,A,36,D,01,D,489,D,3,D,,A,,A,,A,,A,,A,489,D,489,D,489,D,,A,,A,,A,,A,,A,D,,A,2015,D,MRB
